,utc_timestamp,cet_cest_timestamp,DE_KN_residential4_dishwasher,DE_KN_residential4_ev,DE_KN_residential4_freezer,DE_KN_residential4_grid_import,DE_KN_residential4_heat_pump,DE_KN_residential4_refrigerator,DE_KN_residential4_washing_machine
19,2015-10-04T21:00:00Z,2015-10-04T23:00:00+0200,0.244,2.168,0.364,1089.23616,-824.31792,0.336,0.244
20,2015-10-04T22:00:00Z,2015-10-05T00:00:00+0200,0.2562,2.2764,0.3822,1090.49668522,-823.03650739,0.3528,0.2562
21,2015-10-04T23:00:00Z,2015-10-05T01:00:00+0200,0.2684,2.3848,0.4004,1091.75661296,-821.75549352,0.3696,0.2684
22,2015-10-05T00:00:00Z,2015-10-05T02:00:00+0200,0.2806,2.4932,0.4186,1093.01594334,-820.47487833,0.3864,0.2806
23,2015-10-05T01:00:00Z,2015-10-05T03:00:00+0200,0.2928,2.6016,0.4368,1094.27467648,-819.19466176,0.4032,0.2928
24,2015-10-05T02:00:00Z,2015-10-05T04:00:00+0200,0.305,2.71,0.455,1095.5328125,-817.91484375,0.42,0.305
25,2015-10-05T03:00:00Z,2015-10-05T05:00:00+0200,0.3172,2.8184,0.4732,1096.79035152,-816.63542424,0.4368,0.3172
26,2015-10-05T04:00:00Z,2015-10-05T06:00:00+0200,0.3294,2.9268,0.4914,1098.04729366,-815.35640317,0.4536,0.3294
27,2015-10-05T05:00:00Z,2015-10-05T07:00:00+0200,0.3416,3.0352,0.5096,1099.30363904,-814.07778048,0.4704,0.3416
28,2015-10-05T06:00:00Z,2015-10-05T08:00:00+0200,0.3538,3.1436,0.5278,1100.55938778,-812.79955611,0.4872,0.3538
29,2015-10-05T07:00:00Z,2015-10-05T09:00:00+0200,0.366,3.252,0.546,1101.81454,-811.52173,0.504,0.366
30,2015-10-05T08:00:00Z,2015-10-05T10:00:00+0200,0.3782,3.3604,0.5642,1103.06909582,-810.24430209,0.5208,0.3782
31,2015-10-05T09:00:00Z,2015-10-05T11:00:00+0200,0.3904,3.4688,0.5824,1104.32305536,-808.96727232,0.5376,0.3904
32,2015-10-05T10:00:00Z,2015-10-05T12:00:00+0200,0.4026,3.5772,0.6006,1105.57641874,-807.69064063,0.5544,0.4026
33,2015-10-05T11:00:00Z,2015-10-05T13:00:00+0200,0.4148,3.6856,0.6188,1106.82918608,-806.41440696,0.5712,0.4148
34,2015-10-05T12:00:00Z,2015-10-05T14:00:00+0200,0.427,3.794,0.637,1108.0813575,-805.13857125,0.588,0.427
35,2015-10-05T13:00:00Z,2015-10-05T15:00:00+0200,0.4392,3.9024,0.6552,1109.33293312,-803.86313344,0.6048,0.4392
36,2015-10-05T14:00:00Z,2015-10-05T16:00:00+0200,0.4514,4.0108,0.6734,1110.58391306,-802.58809347,0.6216,0.4514
37,2015-10-05T15:00:00Z,2015-10-05T17:00:00+0200,0.4636,4.1192,0.6916,1111.83429744,-801.31345128,0.6384,0.4636
38,2015-10-05T16:00:00Z,2015-10-05T18:00:00+0200,0.4758,4.2276,0.7098,1113.08408638,-800.03920681,0.6552,0.4758
39,2015-10-05T17:00:00Z,2015-10-05T19:00:00+0200,0.488,4.336,0.728,1114.33328,-798.76536,0.672,0.488
40,2015-10-05T18:00:00Z,2015-10-05T20:00:00+0200,0.5002,4.4444,0.7462,1115.58187842,-797.49191079,0.6888,0.5002
41,2015-10-05T19:00:00Z,2015-10-05T21:00:00+0200,0.5124,4.5528,0.7644,1116.82988176,-796.21885912,0.7056,0.5124
42,2015-10-05T20:00:00Z,2015-10-05T22:00:00+0200,0.5246,4.6612,0.7826,1118.07729014,-794.94620493,0.7224,0.5246
43,2015-10-05T21:00:00Z,2015-10-05T23:00:00+0200,0.5368,4.7696,0.8008,1119.32410368,-793.67394816,0.7392,0.5368
44,2015-10-05T22:00:00Z,2015-10-06T00:00:00+0200,0.549,4.878,0.819,1120.5703225,-792.40208875,0.756,0.549
45,2015-10-05T23:00:00Z,2015-10-06T01:00:00+0200,0.5612,4.9864,0.8372,1121.81594672,-791.13062664,0.7728,0.5612
46,2015-10-06T00:00:00Z,2015-10-06T02:00:00+0200,0.5734,5.0948,0.8554,1123.06097646,-789.85956177,0.7896,0.5734
47,2015-10-06T01:00:00Z,2015-10-06T03:00:00+0200,0.5856,5.2032,0.8736,1124.30541184,-788.58889408,0.8064,0.5856
48,2015-10-06T02:00:00Z,2015-10-06T04:00:00+0200,0.5978,5.3116,0.8918,1125.54925298,-787.31862351,0.8232,0.5978
49,2015-10-06T03:00:00Z,2015-10-06T05:00:00+0200,0.61,5.42,0.91,1126.7925,-786.04875,0.84,0.61
50,2015-10-06T04:00:00Z,2015-10-06T06:00:00+0200,0.6222,5.5284,0.9282,1128.03515302,-784.77927349,0.8568,0.6222
51,2015-10-06T05:00:00Z,2015-10-06T07:00:00+0200,0.6344,5.6368,0.9464,1129.27721216,-783.51019392,0.8736,0.6344
52,2015-10-06T06:00:00Z,2015-10-06T08:00:00+0200,0.6466,5.7452,0.9646,1130.51867754,-782.24151123,0.8904,0.6466
53,2015-10-06T07:00:00Z,2015-10-06T09:00:00+0200,0.6588,5.8536,0.9828,1131.75954928,-780.97322536,0.9072,0.6588
54,2015-10-06T08:00:00Z,2015-10-06T10:00:00+0200,0.671,5.962,1.001,1132.9998275,-779.70533625,0.924,0.671
55,2015-10-06T09:00:00Z,2015-10-06T11:00:00+0200,0.6832,6.0704,1.0192,1134.23951232,-778.43784384,0.9408,0.6832
56,2015-10-06T10:00:00Z,2015-10-06T12:00:00+0200,0.6954,6.1788,1.0374,1135.47860386,-777.17074807,0.9576,0.6954
57,2015-10-06T11:00:00Z,2015-10-06T13:00:00+0200,0.7076,6.2872,1.0556,1136.71710224,-775.90404888,0.9744,0.7076
58,2015-10-06T12:00:00Z,2015-10-06T14:00:00+0200,0.7198,6.3956,1.0738,1137.95500758,-774.63774621,0.9912,0.7198
59,2015-10-06T13:00:00Z,2015-10-06T15:00:00+0200,0.732,6.504,1.092,1139.19232,-773.37184,1.008,0.732
60,2015-10-06T14:00:00Z,2015-10-06T16:00:00+0200,0.7442,6.6124,1.1102,1140.42903962,-772.10633019,1.0248,0.7442
61,2015-10-06T15:00:00Z,2015-10-06T17:00:00+0200,0.7564,6.7208,1.1284,1141.66516656,-770.84121672,1.0416,0.7564
62,2015-10-06T16:00:00Z,2015-10-06T18:00:00+0200,0.7686,6.8292,1.1466,1142.90070094,-769.57649953,1.0584,0.7686
63,2015-10-06T17:00:00Z,2015-10-06T19:00:00+0200,0.7808,6.9376,1.1648,1144.13564288,-768.31217856,1.0752,0.7808
64,2015-10-06T18:00:00Z,2015-10-06T20:00:00+0200,0.793,7.046,1.183,1145.3699925,-767.04825375,1.092,0.793
65,2015-10-06T19:00:00Z,2015-10-06T21:00:00+0200,0.8052,7.1544,1.2012,1146.60374992,-765.78472504,1.1088,0.8052
66,2015-10-06T20:00:00Z,2015-10-06T22:00:00+0200,0.8174,7.2628,1.2194,1147.83691526,-764.52159237,1.1256,0.8174
67,2015-10-06T21:00:00Z,2015-10-06T23:00:00+0200,0.8296,7.3712,1.2376,1149.06948864,-763.25885568,1.1424,0.8296
68,2015-10-06T22:00:00Z,2015-10-07T00:00:00+0200,0.8418,7.4796,1.2558,1150.30147018,-761.99651491,1.1592,0.8418
69,2015-10-06T23:00:00Z,2015-10-07T01:00:00+0200,0.854,7.588,1.274,1151.53286,-760.73457,1.176,0.854
70,2015-10-07T00:00:00Z,2015-10-07T02:00:00+0200,0.8662,7.6964,1.2922,1152.76365822,-759.47302089,1.1928,0.8662
71,2015-10-07T01:00:00Z,2015-10-07T03:00:00+0200,0.8784,7.8048,1.3104,1153.99386496,-758.21186752,1.2096,0.8784
72,2015-10-07T02:00:00Z,2015-10-07T04:00:00+0200,0.8906,7.9132,1.3286,1155.22348034,-756.95110983,1.2264,0.8906
73,2015-10-07T03:00:00Z,2015-10-07T05:00:00+0200,0.9028,8.0216,1.3468,1156.45250448,-755.69074776,1.2432,0.9028
74,2015-10-07T04:00:00Z,2015-10-07T06:00:00+0200,0.915,8.13,1.365,1157.6809375,-754.43078125,1.26,0.915
75,2015-10-07T05:00:00Z,2015-10-07T07:00:00+0200,0.9272,8.2384,1.3832,1158.90877952,-753.17121024,1.2768,0.9272
76,2015-10-07T06:00:00Z,2015-10-07T08:00:00+0200,0.9394,8.3468,1.4014,1160.13603066,-751.91203467,1.2936,0.9394
77,2015-10-07T07:00:00Z,2015-10-07T09:00:00+0200,0.9516,8.4552,1.4196,1161.36269104,-750.65325448,1.3104,0.9516
78,2015-10-07T08:00:00Z,2015-10-07T10:00:00+0200,0.9638,8.5636,1.4378,1162.58876078,-749.39486961,1.3272,0.9638
79,2015-10-07T09:00:00Z,2015-10-07T11:00:00+0200,0.976,8.672,1.456,1163.81424,-748.13688,1.344,0.976
80,2015-10-07T10:00:00Z,2015-10-07T12:00:00+0200,0.9882,8.7804,1.4742,1165.03912882,-746.87928559,1.3608,0.9882
81,2015-10-07T11:00:00Z,2015-10-07T13:00:00+0200,1.0004,8.8888,1.4924,1166.26342736,-745.62208632,1.3776,1.0004
82,2015-10-07T12:00:00Z,2015-10-07T14:00:00+0200,1.0126,8.9972,1.5106,1167.48713574,-744.36528213,1.3944,1.0126
83,2015-10-07T13:00:00Z,2015-10-07T15:00:00+0200,1.0248,9.1056,1.5288,1168.71025408,-743.10887296,1.4112,1.0248
84,2015-10-07T14:00:00Z,2015-10-07T16:00:00+0200,1.037,9.214,1.547,1169.9327825,-741.85285875,1.428,1.037
85,2015-10-07T15:00:00Z,2015-10-07T17:00:00+0200,1.0492,9.3224,1.5652,1171.15472112,-740.59723944,1.4448,1.0492
86,2015-10-07T16:00:00Z,2015-10-07T18:00:00+0200,1.0614,9.4308,1.5834,1172.37607006,-739.34201497,1.4616,1.0614
87,2015-10-07T17:00:00Z,2015-10-07T19:00:00+0200,1.0736,9.5392,1.6016,1173.59682944,-738.08718528,1.4784,1.0736
88,2015-10-07T18:00:00Z,2015-10-07T20:00:00+0200,1.0858,9.6476,1.6198,1174.81699938,-736.83275031,1.4952,1.0858
89,2015-10-07T19:00:00Z,2015-10-07T21:00:00+0200,1.098,9.756,1.638,1176.03658,-735.57871,1.512,1.098
90,2015-10-07T20:00:00Z,2015-10-07T22:00:00+0200,1.1102,9.8644,1.6562,1177.25557142,-734.32506429,1.5288,1.1102
91,2015-10-07T21:00:00Z,2015-10-07T23:00:00+0200,1.1224,9.9728,1.6744,1178.47397376,-733.07181312,1.5456,1.1224
92,2015-10-07T22:00:00Z,2015-10-08T00:00:00+0200,1.1346,10.0812,1.6926,1179.69178714,-731.81895643,1.5624,1.1346
93,2015-10-07T23:00:00Z,2015-10-08T01:00:00+0200,1.1468,10.1896,1.7108,1180.90901168,-730.56649416,1.5792,1.1468
94,2015-10-08T00:00:00Z,2015-10-08T02:00:00+0200,1.159,10.298,1.729,1182.1256475,-729.31442625,1.596,1.159
95,2015-10-08T01:00:00Z,2015-10-08T03:00:00+0200,1.1712,10.4064,1.7472,1183.34169472,-728.06275264,1.6128,1.1712
96,2015-10-08T02:00:00Z,2015-10-08T04:00:00+0200,1.1834,10.5148,1.7654,1184.55715346,-726.81147327,1.6296,1.1834
97,2015-10-08T03:00:00Z,2015-10-08T05:00:00+0200,1.1956,10.6232,1.7836,1185.77202384,-725.56058808,1.6464,1.1956
98,2015-10-08T04:00:00Z,2015-10-08T06:00:00+0200,1.2078,10.7316,1.8018,1186.98630598,-724.31009701,1.6632,1.2078
99,2015-10-08T05:00:00Z,2015-10-08T07:00:00+0200,1.22,10.84,1.82,1188.2,-723.06,1.68,1.22
100,2015-10-08T06:00:00Z,2015-10-08T08:00:00+0200,1.2322,10.9484,1.8382,1189.41310602,-721.81029699,1.6968,1.2322
101,2015-10-08T07:00:00Z,2015-10-08T09:00:00+0200,1.2444,11.0568,1.8564,1190.62562416,-720.56098792,1.7136,1.2444
102,2015-10-08T08:00:00Z,2015-10-08T10:00:00+0200,1.2566,11.1652,1.8746,1191.83755454,-719.31207273,1.7304,1.2566
103,2015-10-08T09:00:00Z,2015-10-08T11:00:00+0200,1.2688,11.2736,1.8928,1193.04889728,-718.06355136,1.7472,1.2688
104,2015-10-08T10:00:00Z,2015-10-08T12:00:00+0200,1.281,11.382,1.911,1194.2596525,-716.81542375,1.764,1.281
105,2015-10-08T11:00:00Z,2015-10-08T13:00:00+0200,1.2932,11.4904,1.9292,1195.46982032,-715.56768984,1.7808,1.2932
106,2015-10-08T12:00:00Z,2015-10-08T14:00:00+0200,1.3054,11.5988,1.9474,1196.67940086,-714.32034957,1.7976,1.3054
107,2015-10-08T13:00:00Z,2015-10-08T15:00:00+0200,1.3176,11.7072,1.9656,1197.88839424,-713.07340288,1.8144,1.3176
108,2015-10-08T14:00:00Z,2015-10-08T16:00:00+0200,1.3298,11.8156,1.9838,1199.09680058,-711.82684971,1.8312,1.3298
109,2015-10-08T15:00:00Z,2015-10-08T17:00:00+0200,1.342,11.924,2.002,1200.30462,-710.58069,1.848,1.342
110,2015-10-08T16:00:00Z,2015-10-08T18:00:00+0200,1.3542,12.0324,2.0202,1201.51185262,-709.33492369,1.8648,1.3542
111,2015-10-08T17:00:00Z,2015-10-08T19:00:00+0200,1.3664,12.1408,2.0384,1202.71849856,-708.08955072,1.8816,1.3664
112,2015-10-08T18:00:00Z,2015-10-08T20:00:00+0200,1.3786,12.2492,2.0566,1203.92455794,-706.84457103,1.8984,1.3786
113,2015-10-08T19:00:00Z,2015-10-08T21:00:00+0200,1.3908,12.3576,2.0748,1205.13003088,-705.59998456,1.9152,1.3908
114,2015-10-08T20:00:00Z,2015-10-08T22:00:00+0200,1.403,12.466,2.093,1206.3349175,-704.35579125,1.932,1.403
115,2015-10-08T21:00:00Z,2015-10-08T23:00:00+0200,1.4152,12.5744,2.1112,1207.53921792,-703.11199104,1.9488,1.4152
116,2015-10-08T22:00:00Z,2015-10-09T00:00:00+0200,1.4274,12.6828,2.1294,1208.74293226,-701.86858387,1.9656,1.4274
117,2015-10-08T23:00:00Z,2015-10-09T01:00:00+0200,1.4396,12.7912,2.1476,1209.94606064,-700.62556968,1.9824,1.4396
118,2015-10-09T00:00:00Z,2015-10-09T02:00:00+0200,1.4518,12.8996,2.1658,1211.14860318,-699.38294841,1.9992,1.4518
119,2015-10-09T01:00:00Z,2015-10-09T03:00:00+0200,1.464,13.008,2.184,1212.35056,-698.14072,2.016,1.464
120,2015-10-09T02:00:00Z,2015-10-09T04:00:00+0200,1.4762,13.1164,2.2022,1213.55193122,-696.89888439,2.0328,1.4762
121,2015-10-09T03:00:00Z,2015-10-09T05:00:00+0200,1.4884,13.2248,2.2204,1214.75271696,-695.65744152,2.0496,1.4884
122,2015-10-09T04:00:00Z,2015-10-09T06:00:00+0200,1.5006,13.3332,2.2386,1215.95291734,-694.41639133,2.0664,1.5006
123,2015-10-09T05:00:00Z,2015-10-09T07:00:00+0200,1.5128,13.4416,2.2568,1217.15253248,-693.17573376,2.0832,1.5128
124,2015-10-09T06:00:00Z,2015-10-09T08:00:00+0200,1.525,13.55,2.275,1218.3515625,-691.93546875,2.1,1.525
125,2015-10-09T07:00:00Z,2015-10-09T09:00:00+0200,1.5372,13.6584,2.2932,1219.55000752,-690.69559624,2.1168,1.5372
126,2015-10-09T08:00:00Z,2015-10-09T10:00:00+0200,1.5494,13.7668,2.3114,1220.74786766,-689.45611617,2.1336,1.5494
127,2015-10-09T09:00:00Z,2015-10-09T11:00:00+0200,1.5616,13.8752,2.3296,1221.94514304,-688.21702848,2.1504,1.5616
128,2015-10-09T10:00:00Z,2015-10-09T12:00:00+0200,1.5738,13.9836,2.3478,1223.14183378,-686.97833311,2.1672,1.5738
129,2015-10-09T11:00:00Z,2015-10-09T13:00:00+0200,1.586,14.092,2.366,1224.33794,-685.74003,2.184,1.586
130,2015-10-09T12:00:00Z,2015-10-09T14:00:00+0200,1.5982,14.2004,2.3842,1225.53346182,-684.50211909,2.2008,1.5982
131,2015-10-09T13:00:00Z,2015-10-09T15:00:00+0200,1.6104,14.3088,2.4024,1226.72839936,-683.26460032,2.2176,1.6104
132,2015-10-09T14:00:00Z,2015-10-09T16:00:00+0200,1.6226,14.4172,2.4206,1227.92275274,-682.02747363,2.2344,1.6226
133,2015-10-09T15:00:00Z,2015-10-09T17:00:00+0200,1.6348,14.5256,2.4388,1229.11652208,-680.79073896,2.2512,1.6348
134,2015-10-09T16:00:00Z,2015-10-09T18:00:00+0200,1.647,14.634,2.457,1230.3097075,-679.55439625,2.268,1.647
135,2015-10-09T17:00:00Z,2015-10-09T19:00:00+0200,1.6592,14.7424,2.4752,1231.50230912,-678.31844544,2.2848,1.6592
136,2015-10-09T18:00:00Z,2015-10-09T20:00:00+0200,1.6714,14.8508,2.4934,1232.69432706,-677.08288647,2.3016,1.6714
137,2015-10-09T19:00:00Z,2015-10-09T21:00:00+0200,1.6836,14.9592,2.5116,1233.88576144,-675.84771928,2.3184,1.6836
138,2015-10-09T20:00:00Z,2015-10-09T22:00:00+0200,1.6958,15.0676,2.5298,1235.07661238,-674.61294381,2.3352,1.6958
139,2015-10-09T21:00:00Z,2015-10-09T23:00:00+0200,1.708,15.176,2.548,1236.26688,-673.37856,2.352,1.708
140,2015-10-09T22:00:00Z,2015-10-10T00:00:00+0200,1.7202,15.2844,2.5662,1237.45656442,-672.14456779,2.3688,1.7202
141,2015-10-09T23:00:00Z,2015-10-10T01:00:00+0200,1.7324,15.3928,2.5844,1238.64566576,-670.91096712,2.3856,1.7324
142,2015-10-10T00:00:00Z,2015-10-10T02:00:00+0200,1.7446,15.5012,2.6026,1239.83418414,-669.67775793,2.4024,1.7446
143,2015-10-10T01:00:00Z,2015-10-10T03:00:00+0200,1.7568,15.6096,2.6208,1241.02211968,-668.44494016,2.4192,1.7568
144,2015-10-10T02:00:00Z,2015-10-10T04:00:00+0200,1.769,15.718,2.639,1242.2094725,-667.21251375,2.436,1.769
145,2015-10-10T03:00:00Z,2015-10-10T05:00:00+0200,1.7812,15.8264,2.6572,1243.39624272,-665.98047864,2.4528,1.7812
146,2015-10-10T04:00:00Z,2015-10-10T06:00:00+0200,1.7934,15.9348,2.6754,1244.58243046,-664.74883477,2.4696,1.7934
147,2015-10-10T05:00:00Z,2015-10-10T07:00:00+0200,1.8056,16.0432,2.6936,1245.76803584,-663.51758208,2.4864,1.8056
148,2015-10-10T06:00:00Z,2015-10-10T08:00:00+0200,1.8178,16.1516,2.7118,1246.95305898,-662.28672051,2.5032,1.8178
149,2015-10-10T07:00:00Z,2015-10-10T09:00:00+0200,1.83,16.26,2.73,1248.1375,-661.05625,2.52,1.83
150,2015-10-10T08:00:00Z,2015-10-10T10:00:00+0200,1.8422,16.3684,2.7482,1249.32135902,-659.82617049,2.5368,1.8422
151,2015-10-10T09:00:00Z,2015-10-10T11:00:00+0200,1.8544,16.4768,2.7664,1250.50463616,-658.59648192,2.5536,1.8544
152,2015-10-10T10:00:00Z,2015-10-10T12:00:00+0200,1.8666,16.5852,2.7846,1251.68733154,-657.36718423,2.5704,1.8666
153,2015-10-10T11:00:00Z,2015-10-10T13:00:00+0200,1.8788,16.6936,2.8028,1252.86944528,-656.13827736,2.5872,1.8788
154,2015-10-10T12:00:00Z,2015-10-10T14:00:00+0200,1.891,16.802,2.821,1254.0509775,-654.90976125,2.604,1.891
155,2015-10-10T13:00:00Z,2015-10-10T15:00:00+0200,1.9032,16.9104,2.8392,1255.23192832,-653.68163584,2.6208,1.9032
156,2015-10-10T14:00:00Z,2015-10-10T16:00:00+0200,1.9154,17.0188,2.8574,1256.41229786,-652.45390107,2.6376,1.9154
157,2015-10-10T15:00:00Z,2015-10-10T17:00:00+0200,1.9276,17.1272,2.8756,1257.59208624,-651.22655688,2.6544,1.9276
158,2015-10-10T16:00:00Z,2015-10-10T18:00:00+0200,1.9398,17.2356,2.8938,1258.77129358,-649.99960321,2.6712,1.9398
159,2015-10-10T17:00:00Z,2015-10-10T19:00:00+0200,1.952,17.344,2.912,1259.94992,-648.77304,2.688,1.952
160,2015-10-10T18:00:00Z,2015-10-10T20:00:00+0200,1.9642,17.4524,2.9302,1261.12796562,-647.54686719,2.7048,1.9642
161,2015-10-10T19:00:00Z,2015-10-10T21:00:00+0200,1.9764,17.5608,2.9484,1262.30543056,-646.32108472,2.7216,1.9764
162,2015-10-10T20:00:00Z,2015-10-10T22:00:00+0200,1.9886,17.6692,2.9666,1263.48231494,-645.09569253,2.7384,1.9886
163,2015-10-10T21:00:00Z,2015-10-10T23:00:00+0200,2.0008,17.7776,2.9848,1264.65861888,-643.87069056,2.7552,2.0008
164,2015-10-10T22:00:00Z,2015-10-11T00:00:00+0200,2.013,17.886,3.003,1265.8343425,-642.64607875,2.772,2.013
165,2015-10-10T23:00:00Z,2015-10-11T01:00:00+0200,2.0252,17.9944,3.0212,1267.00948592,-641.42185704,2.7888,2.0252
166,2015-10-11T00:00:00Z,2015-10-11T02:00:00+0200,2.0374,18.1028,3.0394,1268.18404926,-640.19802537,2.8056,2.0374
167,2015-10-11T01:00:00Z,2015-10-11T03:00:00+0200,2.0496,18.2112,3.0576,1269.35803264,-638.97458368,2.8224,2.0496
168,2015-10-11T02:00:00Z,2015-10-11T04:00:00+0200,2.0618,18.3196,3.0758,1270.53143618,-637.75153191,2.8392,2.0618
169,2015-10-11T03:00:00Z,2015-10-11T05:00:00+0200,2.074,18.428,3.094,1271.70426,-636.52887,2.856,2.074
170,2015-10-11T04:00:00Z,2015-10-11T06:00:00+0200,2.0862,18.5364,3.1122,1272.87650422,-635.30659789,2.8728,2.0862
171,2015-10-11T05:00:00Z,2015-10-11T07:00:00+0200,2.0984,18.6448,3.1304,1274.04816896,-634.08471552,2.8896,2.0984
172,2015-10-11T06:00:00Z,2015-10-11T08:00:00+0200,2.1106,18.7532,3.1486,1275.21925434,-632.86322283,2.9064,2.1106
173,2015-10-11T07:00:00Z,2015-10-11T09:00:00+0200,2.1228,18.8616,3.1668,1276.38976048,-631.64211976,2.9232,2.1228
174,2015-10-11T08:00:00Z,2015-10-11T10:00:00+0200,2.135,18.97,3.185,1277.5596875,-630.42140625,2.94,2.135
175,2015-10-11T09:00:00Z,2015-10-11T11:00:00+0200,2.1472,19.0784,3.2032,1278.72903552,-629.20108224,2.9568,2.1472
176,2015-10-11T10:00:00Z,2015-10-11T12:00:00+0200,2.1594,19.1868,3.2214,1279.89780466,-627.98114767,2.9736,2.1594
177,2015-10-11T11:00:00Z,2015-10-11T13:00:00+0200,2.1716,19.2952,3.2396,1281.06599504,-626.76160248,2.9904,2.1716
178,2015-10-11T12:00:00Z,2015-10-11T14:00:00+0200,2.1838,19.4036,3.2578,1282.23360678,-625.54244661,3.0072,2.1838
179,2015-10-11T13:00:00Z,2015-10-11T15:00:00+0200,2.196,19.512,3.276,1283.40064,-624.32368,3.024,2.196
180,2015-10-11T14:00:00Z,2015-10-11T16:00:00+0200,2.2082,19.6204,3.2942,1284.56709482,-623.10530259,3.0408,2.2082
181,2015-10-11T15:00:00Z,2015-10-11T17:00:00+0200,2.2204,19.7288,3.3124,1285.73297136,-621.88731432,3.0576,2.2204
182,2015-10-11T16:00:00Z,2015-10-11T18:00:00+0200,2.2326,19.8372,3.3306,1286.89826974,-620.66971513,3.0744,2.2326
183,2015-10-11T17:00:00Z,2015-10-11T19:00:00+0200,2.2448,19.9456,3.3488,1288.06299008,-619.45250496,3.0912,2.2448
184,2015-10-11T18:00:00Z,2015-10-11T20:00:00+0200,2.257,20.054,3.367,1289.2271325,-618.23568375,3.108,2.257
185,2015-10-11T19:00:00Z,2015-10-11T21:00:00+0200,2.2692,20.1624,3.3852,1290.39069712,-617.01925144,3.1248,2.2692
186,2015-10-11T20:00:00Z,2015-10-11T22:00:00+0200,2.2814,20.2708,3.4034,1291.55368406,-615.80320797,3.1416,2.2814
187,2015-10-11T21:00:00Z,2015-10-11T23:00:00+0200,2.2936,20.3792,3.4216,1292.71609344,-614.58755328,3.1584,2.2936
188,2015-10-11T22:00:00Z,2015-10-12T00:00:00+0200,2.3058,20.4876,3.4398,1293.87792538,-613.37228731,3.1752,2.3058
189,2015-10-11T23:00:00Z,2015-10-12T01:00:00+0200,2.318,20.596,3.458,1295.03918,-612.15741,3.192,2.318
190,2015-10-12T00:00:00Z,2015-10-12T02:00:00+0200,2.3302,20.7044,3.4762,1296.19985742,-610.94292129,3.2088,2.3302
191,2015-10-12T01:00:00Z,2015-10-12T03:00:00+0200,2.3424,20.8128,3.4944,1297.35995776,-609.72882112,3.2256,2.3424
192,2015-10-12T02:00:00Z,2015-10-12T04:00:00+0200,2.3546,20.9212,3.5126,1298.51948114,-608.51510943,3.2424,2.3546
193,2015-10-12T03:00:00Z,2015-10-12T05:00:00+0200,2.3668,21.0296,3.5308,1299.67842768,-607.30178616,3.2592,2.3668
